1 - State Code,1 - State Name,8 - Structure Number,22 - Owner Agency,3 - County Code,3 - County Name,4 - Place Code,City - InfoBridge Place Code,City - InfoBridge Place Name,27 - Year Built,29 - Average Daily Traffic,43A - Main Span Material,43B - Main Span Design,45 - Number of Spans in Main Unit,49 - Structure Length (ft.),6A - Features Intersected,7 - Facility Carried By Structure,CAT10 - Bridge Condition,Bridge Age (yr),CAT29 - Deck Area (sq. ft.),2 - Highway Agency District,9 - Location,11 - Mile Point (miles),16 - Latitude (decimal),17 - Longitude (decimal),21 - Maintenance Responsibility,37 - Historical Significance Code,98A - Neighboring State Name,98B - Neighboring State Percent Responsibility,99 - Border Bridge Structure Number,101 - Parallel Structure Designation Code,106 - Year Reconstructed,44A - Approach Spans Material,44B - Approach Spans Design,46 - Number of Approach Spans,107 - Deck Structure Type Code,108A - Wearing Surface Type Code,108B - Membrane Type Code,108C - Deck Protection Code,10 - Inventory Route - Minimum Vertical Clearance (ft.),32 - Approach Roadway Width (ft.),33 - Bridge Median Code,34 - Skew Angle (degrees),35 - Structure Flared,38 - Navigation Control Code,39 - Navigation Vertical Clearance (ft.),40 - Navigation Horizontal Clearance (ft.),47 - Inventory Route Total Horizontal Clearance (ft.),48 - Length of Maximum Span (ft.),50A - Left Curb/Sidewalk Width (ft.),50B - Right Curb/Sidewalk Width (ft.),51 - Bridge Roadway Width Curb to Curb (ft.),52 - Deck Width - Out to Out (ft.),53 - Minimum Vertical Clearance Over Bridge Roadway (ft.),54B - Minimum Vertical Underclearance (ft.),55B - Minimum Lateral Underclearance on Right (ft.),56 - Minimum Lateral Underclearance on Left (ft.),111 - Pier Abutment Protection Code,116 - Minimum Vertical Clearance - Lift Bridge (ft.),90 - Inspection Date,91 - Designated Inspection Frequency,92A - Fracture Critical Details,92B - Underwater Inspection,92C - Other Special Inspection,93A - Fracture Critical Detail Date,93B - Underwater Inspection Date,93C - Other Special Inspection Date,36A - Bridge Railings,36B - Transitions,36C - Approach Guardrail,36D - Bridge Guardrail Ends,58 - Deck Condition Rating,59 - Superstructure Condition Rating,60 - Substructure Condition Rating,61 - Channel and Channel Protection Condition Rating,62 - Culverts Condition Rating,67 - Structural Evaluation Appraisal,68 - Deck Geometry Appraisal,69 - Underclearance Appraisal Vertical and Horizontal,71 - Waterway Adequacy Appraisal,72 - Approach Alignment Appraisal,113 - Scour Critical Bridge Value,31 - Design Load Descriptor,41 - Structure Operational Status Code,63 - Operating Rating Method Code,64 - Operating Rating (US tons),65 - Inventory Rating Method Code,66 - Inventory Rating (US tons),70 - Bridge Posting Code,5A - Record Type,5B - Route Signing Prefix Code,5C - Designated Level of Service Code,5D - Route Number,5E - Directional Suffix Code,12 - Base Highway Network,19 - Bypass or Detour Length (miles),20 - Toll Status,26 - Functional Class Of Inventory Route,28A - Lanes On the Structure,28B - Lanes Under the Structure,30 - Year of Average Daily Traffic,42A - Type of Service on Bridge Code,42B - Type Of Service Under Bridge Code,100 - STRAHNET Highway Designation,102 - Direction of Traffic Code,104 - Inventory Route NHS Code,105 - Federal Lands Highways Code,109 - Average Daily Truck Traffic (Percent ADT),110 - Designated National Truck Network Code,114 - Future Average Daily Traffic,115 - Year of Future Average Daily Traffic,13A - LRS Inventory Route,13B - Subroute Number,54A - Minimum Vertical Underclearance Reference Feature,55A - Minimum Lateral Underclearance Reference Feature,75A - Type of Work Proposed,75B - Work Done By,76 - Length of Structure Improvement (ft.),94 - Bridge Improvement Cost,95 - Roadway Improvement Cost,96 - Total Project Cost,97 - Year of Improvement Cost Estimate,103 - Temporary Structure Designation Code,112 - NBIS Minimum Bridge Length,CAT23 - Condition Code,Computed - Average Daily Truck Traffic (Volume),Latest Submittal Year,Average Relative Humidity,Average Temperature,Maximum Temperature,Mean Wind Speed,Minimum Temperature,Number of Freeze-Thaw Cycles,Number of Snowfall Days,Number of Days with Measurable Precipitation,Number of Days with Temperature Below 0?C,Prevailing Wind Direction,Time of Wetness,Total Precipitation,Metropolitan Planning Organization (MPO),U.S. Congressional District,State Senate District,State House District
13,Georgia,000000015150930,County Highway Agency,151,Henry County,0,0,No Place Code,2007,110,Concrete,Culvert,3,26.9,BROWN BRANCH            ,NORTH UNITY GROVE ,Good,15,644.3,3,2 MI NORTH WEST OF LOCUST,1,33.35793,-84.07841,2,5,,,,N,,0,0,0,N,N,N,N,99.99,24,0,15,0,0,0,0,33.8,7.9,0,0,0,0,99.98999786,0,0,0,,0,11/2/18 0:00,24,N  ,N  ,N  ,,,,1,1,1,1,N,N,N,8,8,8,N,N,8,9,"Bridge foundations determined to be stable for the assessed or calculated scour condition. Scour is determined to be above top of footing (Example A) by assessment (i.e., bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge4), by calculation or by installation of properly designed countermeasures (see HEC 23).",6,A,0,61,0,35.9,5,1,4,1,341,0,1,3.7,3,9,2,0,2011,1,5,0,2,0,0,1,0,165,2031,1512034100,0,N,N,,,0,105,11,158,,,Y,8,1,2022,76,16.8,37,1,-5.9,,,110,41,168.64,4359,1120.56,"13197100 - Atlanta Regional Commission, GA",03 - Congressional District 3,017 - State Senate District 17,111 - State House District 111
13,Georgia,000000029350530,County Highway Agency,293,Upson County,0,0,No Place Code,1999,490,Concrete,Culvert,3,28.9,WOLF CREEK              ,NEW HARMONY ROAD  ,Good,23,549.4,3,5 MI S OF THOMASTON      ,2,32.82933,-84.28652,2,5,,,,N,,0,0,0,N,N,N,N,99.99,19,0,0,0,0,0,0,30.8,8.9,0,0,0,0,99.98999786,0,0,0,1,0,1/2/18 0:00,24,N  ,N  ,N  ,,,,1,1,1,1,N,N,N,8,7,7,N,N,8,6,"Bridge foundations determined to be stable for the assessed or calculated scour condition. Scour is determined to be above top of footing (Example A) by assessment (i.e., bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge4), by calculation or by installation of properly designed countermeasures (see HEC 23).",6,A,0,110.1,0,110.1,5,1,4,1,164,3,1,3.7,3,9,2,0,2012,1,5,0,2,0,0,1,0,735,2032,2932016400,0,N,N,,,0,113,11,170,,,Y,7,5,2022,77,17.3,39,0,-5.4,,,118,31,150.05,4643,1076.38,,03 - Congressional District 3,018 - State Senate District 18,131 - State House District 131
13,Georgia,000000024300070,State Highway Agency,243,Randolph County,0,0,No Place Code,1956,680,Prestressed Concrete,Channel Beam,4,120.1,BARGE CREEK             ,SR 41             ,Fair,66,3821.4,4,12 MI NE OF CUTHBERT     ,20,31.89292,-84.64536,1,5,,,,N,,0,0,0,2,6,0,8,99.99,20,0,0,0,0,0,0,24.9,29.9,0.7,0.7,24.9,31.8,99.98999786,0,0,0,,0,6/2/18 0:00,24,N  ,N  ,N  ,,,,0,0,0,0,7,6,6,8,N,5,4,N,8,6,"Bridge with ""unknown"" foundation that has not been evaluated for scour. Until risk can be determined, a plan of action should be developed and implemented to reduce the risk to users from abridge failure during and immediately after a flood event (see HEC 23).",2,A,2,35.9,2,23.9,5,1,3,1,41,0,1,11.8,3,7,2,0,2008,1,5,0,2,0,0,5,0,1020,2030,2431004100,0,N,N,,,0,469,47,703,,,Y,6,34,2022,76,18.6,38.5,2,-4.7,,,129,20,175.4,4202,1137.8,,02 - Congressional District 2,012 - State Senate District 12,151 - State House District 151
13,Georgia,000000013950390,County Highway Agency,139,Hall County,0,0,No Place Code,1971,490,Concrete,Culvert,2,22,BUFFINGTON CREEK TRIB   ,WHIPPOORWILL RD   ,Good,51,461.6,1,6 MI S OF LULA           ,2,34.31056,-83.69459,2,5,,,,N,,0,0,0,N,N,N,N,99.99,21,0,15,0,0,0,0,33.5,9.8,0,0,0,0,99.98999786,0,0,0,,0,4/2/17 0:00,24,N  ,N  ,N  ,,,,N,N,N,N,N,N,N,6,7,6,N,N,8,6,"Bridge foundations determined to be stable for the assessed or calculated scour condition. Scour is determined to be above top of footing (Example A) by assessment (i.e., bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge4), by calculation or by installation of properly designed countermeasures (see HEC 23).",2,A,0,46,0,26.9,5,1,4,1,807,0,1,3.1,3,9,2,0,2012,1,5,0,2,0,0,1,0,735,2032,1392080700,0,N,N,,,0,86,9,129,,,Y,7,5,2022,78,15.1,36.1,0,-5.9,,,115,59,157.05,4627,1252.83,"13200301 - Gainesville-Hall MPO, GA",09 - Congressional District 9,049 - State Senate District 49,027 - State House District 27
13,Georgia,000000013501170,State Highway Agency,135,Gwinnett County,0,0,No Place Code,1991,28850,Prestressed Concrete,Stringer/Multi-beam or Girder,8,319.9,APALACHEE RIVER         ,SR 316 - US 29 EBL,Good,31,13118.5,1,4 MI E OF DACULA         ,16,33.96992,-83.83358,1,5,,,,R,0,0,0,0,1,0,0,0,99.99,32.2,1,20,0,0,0,0,37.7,40,0,0,38.1,41,99.98999786,0,0,0,,0,9/2/17 0:00,24,N  ,N  ,N  ,,,,1,1,1,1,7,8,7,7,N,7,7,N,8,8,"Bridge foundations determined to be stable for assessed or calculated scour condition. Scour is determined to be within the limits of footing or piles (Example B) by assessment (i.e.,bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge), by calculations or by installation of properly designed countermeasures (see HEC 23).",6,A,2,82.9,2,47,5,1,2,1,29,0,1,1.2,3,14,2,0,2012,1,5,0,1,1,0,9,0,43275,2032,1351031600,0,N,N,,,0,1250,125,1875,,,Y,7,2597,2022,77,16.4,36.6,0,-5.6,,,111,43,157.92,4521,1263.46,"13197100 - Atlanta Regional Commission, GA",10 - Congressional District 10,009 - State Senate District 9,104 - State House District 104
13,Georgia,000000013501180,State Highway Agency,135,Gwinnett County,0,0,No Place Code,1991,28850,Prestressed Concrete,Stringer/Multi-beam or Girder,8,319.9,APALACHEE RIVER         ,SR 316 - US 29 (WB,Good,31,13013.6,1,4 MI E OF DACULA         ,16,33.97012,-83.83359,1,5,,,,L,0,0,0,0,1,0,0,0,99.99,32.2,1,20,0,0,0,0,37.7,40,0,0,37.7,40.7,99.98999786,0,0,0,,0,9/2/17 0:00,24,N  ,N  ,N  ,,,,1,1,1,1,7,8,7,8,N,7,6,N,8,8,"Bridge foundations determined to be stable for assessed or calculated scour condition. Scour is determined to be within the limits of footing or piles (Example B) by assessment (i.e.,bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge), by calculations or by installation of properly designed countermeasures (see HEC 23).",6,A,2,82.9,2,47,5,1,2,1,29,0,1,1.2,3,14,2,0,2012,1,5,0,1,1,0,9,0,43275,2032,1351031600,0,N,N,,,0,1250,125,1875,,,Y,7,2597,2022,77,16.4,36.6,0,-5.6,,,111,43,157.92,4521,1263.46,"13197100 - Atlanta Regional Commission, GA",10 - Congressional District 10,009 - State Senate District 9,104 - State House District 104
13,Georgia,000000017150080,County Highway Agency,171,Lamar County,0,0,No Place Code,1960,490,Prestressed Concrete,Channel Beam,3,60,LITTLE POTATO CREEK     ,CANNAFAX FARM RD  ,Poor,62,1674.3,3,3.5 MI SW OF BARNESVILLE ,2,33.04606,-84.20222,2,5,,,,N,,0,0,0,2,0,0,8,99.99,18,0,0,0,0,0,0,24.9,20,0,0,25.3,27.9,99.98999786,0,0,0,,0,3/2/17 0:00,24,N  ,N  ,N  ,,,,0,0,0,0,7,7,2,7,N,2,4,N,8,8,"Bridge with ""unknown"" foundation that has not been evaluated for scour. Until risk can be determined, a plan of action should be developed and implemented to reduce the risk to users from abridge failure during and immediately after a flood event (see HEC 23).",2,P,1,23.9,1,12.9,1,1,4,1,51,0,1,3.7,3,9,2,0,2012,1,5,0,2,0,0,1,0,735,2032,1712005100,0,N,N,31,1,271,66,39,127,,,Y,2,5,2022,77,17.3,39,0,-5.4,,,118,31,150.05,4643,1076.38,,03 - Congressional District 3,016 - State Senate District 16,131 - State House District 131
13,Georgia,000000013750370,County Highway Agency,137,Habersham County,0,0,No Place Code,1964,1070,Steel,Stringer/Multi-beam or Girder,3,134.8,LITTLE MUD CREEK        ,CRANE MILL ROAD   ,Good,58,3981.6,1,3 MI W OF ALTO           ,2,34.47102,-83.62936,2,5,,,,N,,0,0,0,1,5,0,8,99.99,20,0,0,0,0,0,0,24,44.9,2,2,24,29.5,99.98999786,0,0,0,,0,4/2/18 0:00,24,N  ,N  ,N  ,,,,0,0,0,0,7,7,7,6,N,6,4,N,9,6,"Bridge with ""unknown"" foundation that has not been evaluated for scour. Until risk can be determined, a plan of action should be developed and implemented to reduce the risk to users from abridge failure during and immediately after a flood event (see HEC 23).",2,A,1,42,1,24.9,5,1,4,1,395,0,1,3.7,3,8,2,0,2011,1,5,0,2,0,0,1,0,1605,2031,1372039500,0,N,N,,,0,527,53,791,,,Y,7,11,2022,78,15.1,36.1,0,-5.9,,,115,59,157.05,4627,1252.83,,09 - Congressional District 9,050 - State Senate District 50,010 - State House District 10
13,Georgia,000000017150290,County Highway Agency,171,Lamar County,0,0,No Place Code,1926,490,Concrete,Tee Beam,1,24.9,TURNER CREEK            ,OLD 41 HWY.       ,Good,96,875.3,3,3 MI N OF BARNESVILLE    ,1,33.09669,-84.18285,2,5,,,,N,1952,0,0,0,1,6,8,8,99.99,22,0,0,0,0,0,0,32.2,24.9,0,0,32.5,35.1,99.98999786,0,0,0,1,0,3/2/17 0:00,24,N  ,N  ,N  ,,,,N,N,N,N,7,7,7,7,N,6,6,N,9,8,"Bridge foundations determined to be stable for the assessed or calculated scour condition. Scour is determined to be above top of footing (Example A) by assessment (i.e., bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge4), by calculation or by installation of properly designed countermeasures (see HEC 23).",2,A,2,49.9,2,26.9,5,1,4,1,223,0,1,1.9,3,8,2,0,2012,1,5,0,2,0,0,1,0,735,2032,1712022300,0,N,N,,,0,0,0,0,,,Y,7,5,2022,77,17.3,39,0,-5.4,,,118,31,150.05,4643,1076.38,,03 - Congressional District 3,016 - State Senate District 16,130 - State House District 130
13,Georgia,000000020150240,County Highway Agency,201,Miller County,0,0,No Place Code,1965,90,Concrete,Culvert,3,26.9,FLAT CREEK              ,GRIGGS-LUCILLE RD.,Good,57,538.4,4,10.3 MI W OF COLQUITT    ,9,31.22068,-84.89673,2,5,,,,N,,0,0,0,N,N,N,N,99.99,20,0,0,0,0,0,0,27.9,7.9,0,0,0,0,99.98999786,0,0,0,,0,3/2/18 0:00,24,N  ,N  ,N  ,,,,N,N,N,N,N,N,N,5,7,6,N,N,8,8,"Bridge foundations determined to be stable for the assessed or calculated scour condition. Scour is determined to be above top of footing (Example A) by assessment (i.e., bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge4), by calculation or by installation of properly designed countermeasures (see HEC 23).",2,A,0,46,0,26.9,5,1,4,1,95,0,1,3.7,3,8,2,0,2011,1,5,0,2,0,0,1,0,135,2031,2012009500,0,N,N,,,0,105,11,158,,,Y,7,1,2022,79,19.4,35.9,2,-3.6,,,120,13,170.87,4642,1418.14,,02 - Congressional District 2,011 - State Senate District 11,154 - State House District 154
13,Georgia,000000013750280,County Highway Agency,137,Habersham County,0,0,No Place Code,1984,104,Concrete,Culvert,3,37.1,LITTLE MUD CREEK        ,COON CREEK ROAD   ,Good,38,851.4,1,3 MI W OF ALTO           ,0,34.46731,-83.63158,2,5,,,,N,,0,0,0,N,N,N,N,99.99,23,0,30,0,0,0,0,23.3,12.1,0,0,0,0,99.98999786,0,0,0,,0,4/2/18 0:00,24,N  ,N  ,N  ,,,,N,N,N,N,N,N,N,7,7,7,N,N,8,6,"Bridge foundations determined to be stable for the assessed or calculated scour condition. Scour is determined to be above top of footing (Example A) by assessment (i.e., bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge4), by calculation or by installation of properly designed countermeasures (see HEC 23).",6,A,0,61,0,35.9,5,1,4,1,226,0,1,3.7,3,9,2,0,2011,1,5,0,2,0,0,1,0,156,2031,1372022600,0,N,N,,,0,145,14,217,,,Y,7,1,2022,78,15.1,36.1,0,-5.9,,,115,59,157.05,4627,1252.83,,09 - Congressional District 9,050 - State Senate District 50,010 - State House District 10
13,Georgia,000000025500220,State Highway Agency,255,Spalding County,0,0,No Place Code,1966,240,Steel,Stringer/Multi-beam or Girder,4,265.1,I-75                    ,JENKINSBURG ROAD  ,Good,56,8088.4,3,8.5 MI NE OF GRIFFIN     ,1,33.28587,-84.10883,1,5,,,,N,,0,0,0,1,0,0,0,99.99,20,0,15,0,N,0,0,24,71.9,2,2,24.3,30.5,99.98999786,17.1,10.5,10.8,,0,8/2/18 0:00,24,N  ,N  ,N  ,,,,0,0,0,0,7,7,7,N,N,7,5,4,N,6,Bridge not over waterway,6,A,2,61,2,35.9,5,1,4,1,115,0,1,13,3,8,2,6,2011,1,1,0,2,0,0,1,0,360,2031,2552011500,0,H,H,,,0,1035,104,1553,,,Y,7,2,2022,76,16.8,37,1,-5.9,,,110,41,168.64,4359,1120.56,,03 - Congressional District 3,016 - State Senate District 16,130 - State House District 130
13,Georgia,000000024150480,County Highway Agency,241,Rabun County,0,0,No Place Code,1982,600,Steel,Stringer/Multi-beam or Girder,1,43,BETTY CREEK             ,O. V. JUSTUS ROAD ,Good,40,1029.4,1,2 MI W OF DILLARD        ,2,34.97404,-83.42163,2,5,,,,N,,0,0,0,1,0,0,8,99.99,20,0,99,0,0,0,0,21.7,43,0,0,21.7,24,99.98999786,0,0,0,,0,6/2/18 0:00,24,N  ,N  ,N  ,,,,0,0,0,0,7,7,7,7,N,5,3,N,8,6,"Bridge with ""unknown"" foundation that has not been evaluated for scour. Until risk can be determined, a plan of action should be developed and implemented to reduce the risk to users from abridge failure during and immediately after a flood event (see HEC 23).",0,A,1,37.9,1,22.9,5,1,4,1,9,0,1,1.9,3,9,2,0,2011,1,5,0,2,0,0,1,0,900,2031,2412000900,0,N,N,,,0,168,17,252,,,Y,7,6,2022,78,13.7,33.6,0,-6.1,,,141,74,151.58,4453,1501.58,,09 - Congressional District 9,050 - State Senate District 50,008 - State House District 8
13,Georgia,000000029350180,County Highway Agency,293,Upson County,0,0,No Place Code,1960,490,Concrete,Tee Beam,3,96.1,SWIFT CREEK             ,TRIUNE MILL ROAD  ,Fair,62,2680.7,3,2 MI SE OF THOMASTON     ,3,32.86715,-84.27429,2,5,,,,N,,0,0,0,1,0,0,0,99.99,23,0,0,0,0,0,0,23.6,32.2,2,2,24,27.9,99.98999786,0,0,0,,0,2/2/18 0:00,24,N  ,N  ,N  ,,,,0,0,0,0,7,7,6,5,N,5,4,N,8,7,"Bridge with ""unknown"" foundation that has not been evaluated for scour. Until risk can be determined, a plan of action should be developed and implemented to reduce the risk to users from abridge failure during and immediately after a flood event (see HEC 23).",2,P,1,33,1,19,4,1,4,1,192,0,1,3.7,3,9,2,0,2012,1,5,0,2,0,0,1,0,735,2032,2932019200,0,N,N,34,1,307.1,375,38,563,,,Y,6,5,2022,77,17.3,39,0,-5.4,,,118,31,150.05,4643,1076.38,,03 - Congressional District 3,018 - State Senate District 18,131 - State House District 131
13,Georgia,000000015150580,County Highway Agency,151,Henry County,0,0,No Place Code,1994,2700,Concrete,Tee Beam,4,120.1,TUSSAHAW CREEK          ,OLD JACKSON RD    ,Good,28,4491.1,3,4 MI NE OF LOCUST GROVE  ,4,33.39339,-84.06744,2,5,,,,N,,0,0,0,1,0,0,8,99.99,20,0,0,0,0,0,0,33.8,29.9,0,0,34.1,37.4,99.98999786,0,0,0,,0,11/2/18 0:00,24,N  ,N  ,N  ,,,,1,1,1,1,7,8,7,8,N,7,5,N,6,7,"Bridge foundations determined to be stable for assessed or calculated scour condition. Scour is determined to be within the limits of footing or piles (Example B) by assessment (i.e.,bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge), by calculations or by installation of properly designed countermeasures (see HEC 23).",6,A,1,70,1,42,5,1,4,1,2001,0,1,6.2,3,7,2,0,2011,1,5,0,2,0,0,1,0,4050,2031,1512064900,0,N,N,,,0,469,47,703,,,Y,7,27,2022,76,16.8,37,1,-5.9,,,110,41,168.64,4359,1120.56,"13197100 - Atlanta Regional Commission, GA",10 - Congressional District 10,017 - State Senate District 17,110 - State House District 110
13,Georgia,000000013950300,County Highway Agency,139,Hall County,0,0,No Place Code,1986,490,Concrete,Culvert,4,44,ALLEN CREEK             ,FULLER ROAD       ,Good,36,879.8,1,2.5 MI E OF CANDLER      ,1,34.21062,-83.73857,2,5,,,,N,,0,0,0,N,N,N,N,99.99,20,0,0,0,0,0,0,26.2,9.8,0,0,0,0,99.98999786,0,0,0,,0,5/2/17 0:00,24,N  ,N  ,N  ,,,,N,N,N,N,N,N,N,6,7,7,N,N,7,6,"Bridge foundations determined to be stable for the assessed or calculated scour condition. Scour is determined to be above top of footing (Example A) by assessment (i.e., bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge4), by calculation or by installation of properly designed countermeasures (see HEC 23).",6,A,0,61,0,35.9,5,1,4,1,770,0,1,6.2,3,9,2,0,2012,1,5,0,2,0,0,1,0,735,2032,1392077000,0,N,N,,,0,172,17,258,,,Y,7,5,2022,77,16.4,36.6,0,-5.6,,,111,43,157.92,4521,1263.46,"13200301 - Gainesville-Hall MPO, GA",09 - Congressional District 9,049 - State Senate District 49,030 - State House District 30
13,Georgia,000000013750580,State Highway Agency,137,Habersham County,0,0,No Place Code,2003,7490,Prestressed Concrete,Stringer/Multi-beam or Girder,4,576.1,SOQUEE RIVER            ,SR 105            ,Good,19,26651,1,2.6 MI SW OF DEMOREST    ,8,34.57331,-83.58968,1,5,,,,N,,0,0,0,1,0,0,8,99.99,26.9,0,25,0,0,0,0,43.3,144,0,0,43.3,46.3,99.98999786,0,0,0,,0,4/2/18 0:00,24,N  ,N  ,N  ,,,,1,1,1,1,7,8,7,7,N,7,5,N,9,5,"Bridge foundations determined to be stable for the assessed or calculated scour condition. Scour is determined to be above top of footing (Example A) by assessment (i.e., bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge4), by calculation or by installation of properly designed countermeasures (see HEC 23).",6,A,1,99,1,57,5,1,3,1,105,0,1,5,3,6,2,0,2011,1,5,0,2,0,0,1,0,11235,2031,1371010500,0,N,N,,,0,2251,225,3376,,,Y,7,75,2022,78,15.1,36.1,0,-5.9,,,115,59,157.05,4627,1252.83,,09 - Congressional District 9,050 - State Senate District 50,010 - State House District 10
13,Georgia,000000015150390,County Highway Agency,151,Henry County,0,0,No Place Code,1971,2240,Concrete,Culvert,3,27.9,TUSSAHAW CREEK TRIB     ,COAN DRIVE        ,Good,51,530.7,3,4 MI NE OF LOCUST GROVE  ,0,33.39138,-84.06887,2,5,,,,N,,0,0,0,N,N,N,N,99.99,19,0,0,0,0,0,0,30.8,7.9,0,0,0,0,99.98999786,0,0,0,,0,10/2/18 0:00,24,N  ,N  ,N  ,,,,N,N,N,N,N,N,N,6,7,6,N,N,8,7,"Bridge foundations determined to be stable for the assessed or calculated scour condition. Scour is determined to be above top of footing (Example A) by assessment (i.e., bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge4), by calculation or by installation of properly designed countermeasures (see HEC 23).",2,A,0,46,0,26.9,5,1,4,1,373,0,1,5,3,9,2,0,2011,1,5,0,2,0,0,1,0,3360,2031,1512037300,0,N,N,,,0,109,11,164,,,Y,7,22,2022,76,16.8,37,1,-5.9,,,110,41,168.64,4359,1120.56,"13197100 - Atlanta Regional Commission, GA",10 - Congressional District 10,017 - State Senate District 17,111 - State House District 111
13,Georgia,000000029350490,County Highway Agency,293,Upson County,0,0,No Place Code,1995,490,Concrete,Slab,3,60,SWIFT CREEK             ,ANDREWS CHAPEL RD.,Good,27,1595.5,3,3 MI E OF THOMASTON      ,2,32.90504,-84.26051,2,5,,,,N,,0,0,0,2,0,0,0,99.99,18,0,0,0,0,0,0,24,20,0,0,24.3,26.6,99.98999786,0,0,0,,0,2/2/18 0:00,24,N  ,N  ,N  ,,,,0,0,0,0,7,7,7,7,N,6,4,N,7,7,"Bridge foundations determined to be stable for the assessed or calculated scour condition. Scour is determined to be above top of footing (Example A) by assessment (i.e., bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge4), by calculation or by installation of properly designed countermeasures (see HEC 23).",2,A,2,43,2,26.9,5,1,4,1,214,0,1,3.1,3,9,2,0,2012,1,5,0,2,0,0,1,0,735,2032,2932021400,0,N,N,,,0,234,23,352,,,Y,7,5,2022,77,17.3,39,0,-5.4,,,118,31,150.05,4643,1076.38,,03 - Congressional District 3,018 - State Senate District 18,131 - State House District 131
13,Georgia,000000013750020,County Highway Agency,137,Habersham County,0,0,No Place Code,1958,600,Concrete,Culvert,3,44.9,MUD CREEK               ,GARRISON ROAD     ,Good,64,943.8,1,3.4 MI NW OF ALTO        ,1,34.49451,-83.6226,2,5,,,,N,,0,0,0,N,N,N,N,99.99,21,0,45,0,0,0,0,31.8,14.1,0,0,0,0,99.98999786,0,0,0,,0,4/2/18 0:00,24,N  ,N  ,N  ,,,,N,N,N,N,N,N,N,7,7,6,N,N,8,5,"Bridge foundations determined to be stable for the assessed or calculated scour condition. Scour is determined to be above top of footing (Example A) by assessment (i.e., bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge4), by calculation or by installation of properly designed countermeasures (see HEC 23).",2,A,0,47,0,26.9,5,1,4,1,24,0,1,3.7,3,9,2,0,2011,1,5,0,2,0,0,1,0,900,2031,1372002400,0,N,N,,,0,176,18,264,,,Y,7,6,2022,78,15.1,36.1,0,-5.9,,,115,59,157.05,4627,1252.83,,09 - Congressional District 9,050 - State Senate District 50,010 - State House District 10
13,Georgia,000000017150170,County Highway Agency,171,Lamar County,0,0,No Place Code,1962,490,Concrete,Culvert,3,32.2,EADY CREEK              ,WELDON LAKE ROAD  ,Good,60,580.2,3,3.5 MI NE OF MILNER      ,2,33.15448,-84.16302,2,5,,,,N,,0,0,0,N,N,N,N,99.99,18,0,0,0,0,0,0,27.9,9.8,0,0,0,0,99.98999786,0,0,0,1,0,3/2/17 0:00,24,N  ,N  ,N  ,,,,N,N,N,N,N,N,N,7,7,7,N,N,8,8,"Bridge foundations determined to be stable for the assessed or calculated scour condition. Scour is determined to be above top of footing (Example A) by assessment (i.e., bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge4), by calculation or by installation of properly designed countermeasures (see HEC 23).",5,A,0,61,0,35.9,5,1,4,1,118,0,1,6.2,3,9,2,0,2012,1,5,0,2,0,0,1,0,735,2032,1712011800,0,N,N,,,0,0,0,0,,,Y,7,5,2022,77,17.3,39,0,-5.4,,,118,31,150.05,4643,1076.38,,03 - Congressional District 3,016 - State Senate District 16,130 - State House District 130
13,Georgia,000000013750480,County Highway Agency,137,Habersham County,0,0,No Place Code,1953,104,Steel,Stringer/Multi-beam or Girder,1,33.1,MUD CREEK               ,GARRISON DRIVE    ,Fair,69,402.2,1,7.4 MI SW OF BALDWIN     ,0,34.49168,-83.62401,2,5,,,,N,,0,0,0,8,0,0,0,99.99,13.1,0,0,0,0,0,0,10.8,33.1,0,0,11.2,12.1,99.98999786,0,0,0,,0,4/2/18 0:00,24,N  ,N  ,N  ,,,,0,0,0,0,6,6,6,5,N,4,2,N,6,5,"Bridge with ""unknown"" foundation that has not been evaluated for scour. Until risk can be determined, a plan of action should be developed and implemented to reduce the risk to users from abridge failure during and immediately after a flood event (see HEC 23).",0,P,2,20,2,11.9,0,1,4,1,512,0,1,98.8,3,9,1,0,2011,1,5,0,3,0,0,1,0,156,2031,1372051200,0,N,N,31,1,242.1,94,9,141,,,Y,6,1,2022,78,15.1,36.1,0,-5.9,,,115,59,157.05,4627,1252.83,,09 - Congressional District 9,050 - State Senate District 50,010 - State House District 10
